a	Latin a	a,A	a
b	Latin b	b,B	b
c	Latin c	c,C	c
d	Latin d	d,D	d
e	Latin e	e,E	e
f	Latin f	f,F	f
g	Latin g	g,G	g
h	Latin h	h,H	h
i	Latin i (?)	i	i
j	Latin j (?)	J	J
l	Latin l	l,L	l
m	Latin m	m,M	m
n	Latin n	n,N	n
o	Latin o	o,O	o
p	Latin p	p,P	p
q	Latin q	q,Q	q
r	Latin r	r,R	r
s	Latin s	s,S	s
t	Latin t	t,T	t
uv	Latin u/v	u,U	u
z	Latin z	z,Z	z
